customer_key,recency_days,frequency,monetary,raw_rfm_score,customer_segment
"0300585be51941f20ff85aabcae927c5663e919166e90ae49ca843f88aa13cb3",866,1,"188.39",4,"At Risk / Churned"
"0311f232604fa7a40eef6123811664b1bffbbf5ceef4b03f8076214e78a4a75e",263,1,"1714.84",5,"At Risk / Churned"
"0346ad8b500c2ce673f48490b38753ff9966090ed4292c0455108cbecc2c2cc5",390,1,"69.99",3,"At Risk / Churned"
"0351afeb8650a340369e9c503aae7369b345a8642ae53195cf42e414c9cd4837",364,1,"179.99",4,"At Risk / Churned"
"036ccc0bb7c5cedd8ad408f3f5900bd1dc644c9ae5282794739b21571c00b52e",1030,1,"144.99",4,"At Risk / Churned"
"0374c125e72068321e6c1078be0165ad11f1b7bba9685668c9c7be12ef3a7b5d",1069,1,"229.98",4,"At Risk / Churned"
"03c16b9783fc420e51cd957d5a3615cc3084106a06fd137ad040713e38c5c8d7",417,1,"65.00",3,"At Risk / Churned"
"03d3dbe3077fcfe1975a0f6eb2a1d0bdc1ba17169c37d4aa8b922e81f6360b19",304,2,"244.38",5,"At Risk / Churned"
"03d45c717fbf4a906ea3c64b9f657fa9419e340a44b95f40469471dc2dc252c6",240,1,"149.99",4,"At Risk / Churned"
"03eff5285403e4c55363bd9d9f0ed7ee64fe604a28c21f3bc0f6dd800a93785e",140,2,"194.98",5,"At Risk / Churned"
"0414ee905f99d6c14ccb7772f771596bbada313aafde806cc152180d963a91b5",308,1,"1449.92",5,"At Risk / Churned"
"041ac91191ba1b22a9bc6f3b1b839953d384ce5a45821a2e91b61c7abd236f69",90,1,"69.99",4,"Potential Loyalist"
"0444167e4590dc6b1025754dbea22865026840c66e868e07b374fdfbd83d07f8",249,2,"339.98",5,"At Risk / Churned"
"0453efc58a62199369cea05e0ffbec139bd81db1deee2394da2809f8da6ba279",998,1,"99.99",3,"At Risk / Churned"
"047b710a18a488992c78c71e5f6e59cf77a269c10f7efa4bb411349441fb92f8",425,1,"65.00",3,"At Risk / Churned"
"0480ae05a67d4a0c0a7f5cb144dda64a228f12df4922c87852d26f5ceff454b0",382,1,"224.99",4,"At Risk / Churned"
"04962d43a85bbb27bff6112c5f30413fe83f84359f76a0355d2104de211c626d",556,1,"99.99",3,"At Risk / Churned"
"049dadb1f7992f42b84a090554a52936a7e1cfb90fc419c82287288b3c0169cf",340,2,"429.96",5,"At Risk / Churned"
"04b0bf8326f8fc2fadafd8a058636636ac309d6321c3486f610423a08882bf47",208,1,"129.99",4,"At Risk / Churned"
"04d40ed1f616f98dfc503fd4448a684dadbf5225eaa172d674afbc415ae88568",784,1,"189.98",4,"At Risk / Churned"
"04e867dd9aa3e0a58ddc6a2405978743ee3acadbf2a4cb581028942f15932c50",894,1,"123.99",4,"At Risk / Churned"
"04f0a0a6099e2210980d12f40ce620f100df9165d7eb64b8689d73212c87e89c",417,1,"129.99",4,"At Risk / Churned"
"04f8ce3b4ca4d397bbd40ee807fdb0778f863e33f82d2b3d863f619d9d8ddac7",117,1,"119.98",4,"At Risk / Churned"
"050da561fcd50d6bb0ce4b622fca5f7bd13fbbad9a24d1d1b6aa28e1d83e1ef5",368,2,"129.98",5,"At Risk / Churned"
"051f75581ccef94f080aa36652d337ac73e9c01a9e40a3eecc01262eeabf65d3",133,2,"630.00",6,"Loyal Customers"
"053a74e7d462a8c5297e6615765ce919d80ba42a936becae21862f91ae711ab6",1071,1,"99.99",3,"At Risk / Churned"
"0543afb0bf99474fff8af96845759ee62ff26af7adc37702f9aea51ab6403bdb",237,4,"609.96",6,"Loyal Customers"
"0559367ca1b452889e3f0334e0671c25fe782fba9e6e50ac9bac84b3c7227a15",418,1,"139.99",4,"At Risk / Churned"
"055991318e32cadd631b001cd3d94acac1e895b5d874b8f95db482fe8037bba7",102,1,"99.98",3,"At Risk / Churned"
"056c3601d8f14bf1ce40a95d8f02ee03406d29ad110816bb444cbba1389a3262",966,2,"239.96",5,"At Risk / Churned"
"058af35d0a0994ad50b4efbc85058faf60147ab11092e876221b83991c3456b4",174,1,"1103.96",5,"At Risk / Churned"
"05a6154e107e26c6cfdafe37794b9a4c3cb8f3774dd44b59690ccb43a1daeaaa",781,1,"79.98",3,"At Risk / Churned"
"05a7c4495fa72eb6b5e77ff29ff4fa33b4e61c7a0d5d869b3c52013d65552fd8",371,1,"304.98",4,"At Risk / Churned"
"05af37f284db6d1a079c5cd5c911a5812d48d24c2319f79aa03b9eef57c7e5d0",428,1,"119.98",4,"At Risk / Churned"
"05b1136472a52a19aa17eefd5da67090856a1b07e835b24fe3d132da55c7a607",422,1,"139.99",4,"At Risk / Churned"
"05cd2247ad819f6bb3b959992e977b25c51f81968bb252e155f4e2ec8c6d1ad1",755,1,"49.99",3,"At Risk / Churned"
"05f5ff759698093cc4ceabe022e3d5b096827b6eefcaa1bc8e07c49712c5541e",1021,1,"129.99",4,"At Risk / Churned"
"061a5ccb412aa4321d0a48f69239c037de0a54ba53775209c20436dd54386525",123,1,"165.00",4,"At Risk / Churned"
"062029084f3665168083126f1882b472c4b74abd3643d7fee55faafd3315f57d",966,1,"49.99",3,"At Risk / Churned"
"06210516206726a278685cfb7b7cf23e343230f00ec7c3982dfc523a37a30e5d",282,1,"127.00",4,"At Risk / Churned"
"064ccd6576097c2503abd4faf35af9a859377d0c7a59285ed14dda3b87e57132",419,2,"344.98",5,"At Risk / Churned"
"064dab9dab3864e25a74b8e6402447c2e83c6b336ceace437c2d18b606cfcaaa",872,1,"290.00",4,"At Risk / Churned"
"065622c5490f88baa189542d9877ba755ed9fef910919b4856fba57a12f5946b",788,1,"119.98",4,"At Risk / Churned"
"067cdc3fd51b6323ba7402ebf4c801ed6ec23e65907b0235d6f192e808a5fed0",596,1,"49.99",3,"At Risk / Churned"
"067fd2ae43acb05b4d4482afadca77ffed65ab903928eb6bbbcec7317d6936b9",1049,1,"120.00",4,"At Risk / Churned"
"069f6826dd354b81bb4ecaba81c2801538d56f1d2e17bca162b993c9493ba110",556,2,"149.98",5,"At Risk / Churned"
"06a265d0c581f1094f30433ec488ebd46a3199ee398cef5df28e2412d3889359",1046,1,"129.99",4,"At Risk / Churned"
"06a48d4421a9f75ddc1bae4a51eac5b65f8d883e1fbdbe76e659533e2e5e9df9",184,1,"94.99",3,"At Risk / Churned"
"06abe16fb96da36c620666a5688865e52133eca2c7e7ce9562f49cb6f514329e",552,1,"49.99",3,"At Risk / Churned"
"06e0be7b305251b8916d07855bf6846562c3ccb2bc26d26dee8bca3e60be9bc2",341,1,"189.99",4,"At Risk / Churned"
"06eb4940a4c3c095c4e0165a4c28aad26d8a961137b6a58834d80d263f359c1b",174,1,"209.97",4,"At Risk / Churned"
"06eb81bfcb403a50732f4c8ad8786b1035e4c2daeadb41a2de49e3abb17b579e",296,1,"215.00",4,"At Risk / Churned"
"06fc4c7940a6091d1478959fba2ecc5cbe44ccfdc68365c93de621b3f43bade6",177,1,"129.99",4,"At Risk / Churned"
"070b061838a97f3666262110ae2a77ba591e7f156942cf72bf9a912542a49461",341,1,"189.99",4,"At Risk / Churned"
"071832378fb7a94767c097f0d312afe0b705dc56e86f781b61488bc17070f026",460,1,"119.99",4,"At Risk / Churned"
"07437b0f52dc2aba4af0781632a8e4d4d5577a742611ca1baaa26c8521722ff3",54,1,"167.00",5,"Potential Loyalist"
"0747720156deaa99c44f3ab2d5d31bb6d19cab5bf486c5e037b5c40bf7ec9ccb",420,2,"329.98",5,"At Risk / Churned"
"07487062d867190688a76c8cc243e50d8c53493c40673463e8253f86d3f148e4",384,1,"129.99",4,"At Risk / Churned"
"074b0a199f2260e3119f3a5195e950ef681beb145de829390659d8845fe45900",244,2,"99.98",4,"At Risk / Churned"
"075464ae3062eef8ba60ddc22c95f48b704260899cef1255fbc7333e229b8cb1",722,1,"154.99",4,"At Risk / Churned"
"0762ae0d88e0aa123871e0be49b240848ea1d59532cd5ac400ebbaa19c8d7a15",783,1,"59.99",3,"At Risk / Churned"
"0773de3802b8617dc403d5596e5c7ac68b4d73adfe516b4dda32e64ca94a66df",824,1,"69.98",3,"At Risk / Churned"
"07791ff3ce10e8760a6eac52964a178d0011179529f87d40ff53572448540a83",566,1,"169.98",4,"At Risk / Churned"
"07a6bd52c73f174561d8601fd29da07b9c714bd1eda77359af0180a74bf47160",256,1,"145.00",4,"At Risk / Churned"
"07ad2412a2c7535c92c7804804e071b838c0d1af937a04f8747882f03a52aed1",690,1,"179.99",4,"At Risk / Churned"
"07df1769b5c7e169057c8d352c2758c7ad61c712c298db0496059bc4b0f8b8d8",187,2,"209.98",5,"At Risk / Churned"
"07e7623ec378cf284138c335e7a95a5300e662c68349aa022113c88d1cb1146c",984,1,"199.98",4,"At Risk / Churned"
"07eeb48f05b12e979f2a1f226c29189c9a756872d0045fbf946e40619eb89619",627,1,"119.99",4,"At Risk / Churned"
"081123b6b6e9b231e0f114d69a786dd5e0aa4be70a361296a7b7601f2591c7dc",188,1,"179.98",4,"At Risk / Churned"
"08188a664e96bc514f3e70c654b1db9b60f0b0d461e182a0a5fb7addc26a65b8",533,1,"202.00",4,"At Risk / Churned"
"0851516ce8effea0ce6cedcf286a797fe96b3feb545847dd37db8652797f678a",239,1,"169.99",4,"At Risk / Churned"
"0873fb8c2637f621f2de0a5e11f5b58761c0c2e419192142f18ce35f8a715e12",537,1,"99.98",3,"At Risk / Churned"
"087571e5dcd823164fd3e78520073e2cb252ae912d84679f9fc215904ea17898",893,2,"196.99",5,"At Risk / Churned"
"08b6354f6993d03f9e283415fde7d6bab89f14bd95658c3f62004ea057e3cbfa",712,1,"29.99",3,"At Risk / Churned"
"08e3c5d555e233a2a608f147a456fe53fe74689205b399ebc853071870671fea",52,1,"69.99",4,"Potential Loyalist"
"08eff4a02d26386584479f61044128099258d4e9d926bc6ba819aaa87952ebf6",428,1,"259.97",4,"At Risk / Churned"
"08f9dc52ce0a468083a16d20f1529a3a51e703927fc537b5355f0340a6e11568",1019,1,"199.98",4,"At Risk / Churned"
"091e10eb68ce85e8ca95abb76fc5430ddb12c4962eef52def0be400edfd6db4c",358,1,"15.00",3,"At Risk / Churned"
"092349394da2e807dc7f3b315f4664fccca2953f72a9215ef93156a8e23c8175",489,1,"119.98",4,"At Risk / Churned"
"0933a96706a130d22fd17c0954c3d5abf74b88434a60f1bfddf3c389fe48e11a",295,1,"139.99",4,"At Risk / Churned"
"096da3a7916a51507eaaf631a9e199d039cdda2a57829d4f389c19080ae09ae2",421,1,"65.00",3,"At Risk / Churned"
"0974f5f00c4b1f7d88c8e9cdabb536469f9bb7a52d4976f6f8fc40d18b055d01",949,1,"50.00",3,"At Risk / Churned"
"09790577cd8e7edf000927366be520a3b2652e51f5766dcafc5ae69abbad771f",509,1,"286.99",4,"At Risk / Churned"
"097c158b12369e63bcf036ad09d65855dee08fb6d0dc30651993e96cb3e1e8dc",354,1,"155.00",4,"At Risk / Churned"
"098d036e711bd2f3d75b33b998ce1894ce0e2fd76ec50183045d9521832f7245",784,1,"29.99",3,"At Risk / Churned"
"0992cbc4ff940751c109b3ca9b3e84cecc0091003acea2fea21892e19b3276aa",401,1,"89.98",3,"At Risk / Churned"
"099699e14229fc96c6258a524c97db46944ff99cd68a0aec6332ff9f0bd39988",187,1,"139.99",4,"At Risk / Churned"
"099bfe3ed8141132f8c7d451e9be313889f469b197776593040c59e472ee137d",551,1,"112.00",4,"At Risk / Churned"
"09a5f07cc7896780924e676024235da5d050018dad4fe6d1e774a52a90f95e7e",1024,1,"119.99",4,"At Risk / Churned"
"09ac39da0f20c7f7b6b65e5e4ad24cb1c23cea16fecc87389f78948e5828fd11",727,1,"49.99",3,"At Risk / Churned"
"09e301b674f05341ee371df65d453b302b40afdf7a4d071dadabc2d27a946d27",565,2,"279.96",5,"At Risk / Churned"
"09ff195f6bf379fb16fb9604814846c654c0d41969ac284c11104c9a02d3ebac",526,1,"125.00",4,"At Risk / Churned"
"0a068ddef3318745f4bc9be9119cbb00e0435abca84b652d4ccb769a91e5490d",376,1,"129.98",4,"At Risk / Churned"
"0a09d69aab48d61f1d54e94544fda067770a7747c0aab88cd347f461bba1556f",52,1,"59.99",4,"Potential Loyalist"
"0a2a17053b8325ea06fe84b423ea6435a4cf15607b2b5a5dea4b6624331d2021",1023,1,"119.99",4,"At Risk / Churned"
"0a3f6c2f610163dc487cffee804771dbd93dcfd5cd12b5ee29eb3ffd20c84026",56,3,"489.95",6,"Loyal Customers"
"0a5a3a5c981626d421dcc756963d30945efe008d28f9f53804b24b5107f98fe0",468,1,"69.99",3,"At Risk / Churned"
"0a66f02270b3558d05f1eaeb070afdd11513d333bffd031f1e9f8a502c593d5a",971,1,"149.98",4,"At Risk / Churned"
"0a80fdb79fab1d2d55dc6cb0b3c5872aea8c999c4896054be4b1791192f912cf",866,1,"116.00",4,"At Risk / Churned"
"0aa81c0c09d2b1d010611fad1def3a4c61d9208316f981db6aa22976f4aa48d1",11,8,"1336.93",9,"Champions"
"0abfe51eeaa95c4656543b7c9e56cb97f29edb443fc5e48fd92000d69a4cdb4f",512,1,"149.99",4,"At Risk / Churned"
"0af29ebee0ca7fdf05441e2897461b455db40d7d47bfa9fd78bea990ec4d1376",647,2,"359.99",5,"At Risk / Churned"
"0af31546bcca55f1112bc98295a96805d507457d3cc709729692353506a2b0b8",420,1,"65.00",3,"At Risk / Churned"
"0afa5a0b2e8e22cb561cfe1f6359804bcddd74d32c4040761e0aaae75199f917",617,1,"129.99",4,"At Risk / Churned"
"0afd2dcc1705f28479c2b439fb04de23ba55ecbd25cf9bb07e75388618ac15c2",893,2,"136.00",5,"At Risk / Churned"
"0b0b1d7ef0875fec811c63602aed64089044a6b6513350f2053fa31f0a9e899e",874,1,"165.00",4,"At Risk / Churned"
"0b0f649c6cea58bb7f3121a46105f0d7298a5c7e0e02bca72568e9719991d285",104,1,"186.99",4,"At Risk / Churned"
"0b17ba4253f09696fdee056b2934d1af54f98bd66c30700aedc8e5a6edbcc26c",187,1,"69.99",3,"At Risk / Churned"
"0b57ea2dfff943167cb01de2d5e64d5e631f1106675ffc0596a7d491173a8494",295,3,"279.96",5,"At Risk / Churned"
"0b5d59e794ee4f7cdbb8db6c07286288490f4004a368bab6dc11f1cbe3dd3009",58,1,"39.99",4,"Potential Loyalist"
"0b8f940884c730ad604c8accc7435565f9de804e1102e466aea736220185b85b",351,2,"149.97",5,"At Risk / Churned"
"0b938338602f4f5d73e6fe4183f1b12a1e5877d8067ba36304c4642e7bfc6da4",365,2,"269.98",5,"At Risk / Churned"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1",504,1,"284.99",4,"At Risk / Churned"
"0bbc65b3a71646d2b4b957197ddeb048ca2994d753cbe45e815aeecd49672d5b",764,1,"119.99",4,"At Risk / Churned"
"0bd6acb30350b57733843645adbf62b6cd78b316b680ce1b8ac7e5ec16ff105b",969,1,"49.99",3,"At Risk / Churned"
"0be0443bf34fd15b267d1a9e83d10671dec5ccb4c9c4619089cd1428d83f3219",761,2,"239.98",5,"At Risk / Churned"
"0bffc9601691e754b53c0a870531770269c4125caba284b16b8f0dd8e9883bcb",103,1,"49.99",3,"At Risk / Churned"
"0c336ee560468daefd6d9c6fb27983d4d3b57985642eed00d0fce46325b0e1da",453,1,"79.99",3,"At Risk / Churned"
"0c45683f0be7c517741854f255e5db73959f2239949bf5a7b95af5f553463179",445,3,"576.94",6,"Loyal Customers"
"0c6755ff145b2addfe5ae00555936dd7f992eb4927f60c0e5d4ec2c58ae97ede",483,1,"69.99",3,"At Risk / Churned"
"0c6c062c01964a9fe1e90bc8f626928ad9b472fa9a50ec8e8c2b17505bc44e04",785,1,"75.00",3,"At Risk / Churned"
"0ca83f86174a55a57d9ec26e9b8ef1c02caba4c18afda18a056a098209ce9f18",464,1,"149.99",4,"At Risk / Churned"
"0cb222223e0342f102ac06a8a9fc80f61b6b5f52659f5b1affd4200647edcc94",416,1,"129.99",4,"At Risk / Churned"
"0cc192cea24b4e7d5ec4e9641dd8309f7ec281f96cc08f9464db034df77012de",657,1,"139.98",4,"At Risk / Churned"
"0cd2f46467d1acc2c8bf0095469d06d986af76702f2b24156aa13be25a20855e",554,1,"129.99",4,"At Risk / Churned"
"0cd6821ef7c57984eb2e8a88ef3a274717911191fc881e94254b120393be43d8",414,1,"59.99",3,"At Risk / Churned"
"0cfa9ea4723c37e7156c7f0f1fe7826f20ec382f45ef7b1739c3be1a04311334",671,1,"49.99",3,"At Risk / Churned"
"0d2ede54517e453c1fe0748624fc4b828a869c631fc341b26c1df8f0d0acd013",589,1,"99.98",3,"At Risk / Churned"
"0d30eac32a326f4611ff1534df5af5bd431d9b0736bf8aea737b2dfa7e66867a",393,1,"129.99",4,"At Risk / Churned"
"0d4e4627e69840e9fb31862ce9095c9545db5b5b128a699c64120af8c4e140f4",763,1,"99.98",3,"At Risk / Churned"
"0d5d423005aeee53f33240cc2d335082763bf006fb0d2903f65e97a796bf1f0f",719,3,"219.00",5,"At Risk / Churned"
"0d62821f4032099bb691d09f403387dd2461ec220b1d2f2b2fd0dcb2ebf44940",58,1,"39.99",4,"Potential Loyalist"
"0d787e7fcc8de93ed2df64cc801a98c3be37be9110222a68f220b33be29089e1",696,1,"149.99",4,"At Risk / Churned"
"0d789f85483be7de73e16381393fcbc9966f006e4f2d8c91a362020dcdc1fe6f",574,1,"49.99",3,"At Risk / Churned"
"0d7eb571d4047fa35410d8c8bd1305a272d9551ac9ba139d83174f8cade31d53",162,1,"29.99",3,"At Risk / Churned"
"0d8dfe7b1e0b8a7454c35bc5f89f273d88c9a014aef93d706f7b56900ab42963",264,1,"239.98",4,"At Risk / Churned"
"0d9941452032e61d5617553afd0ca749f540922ca65c5063e5898c1dfc4111ac",968,1,"49.99",3,"At Risk / Churned"
"0ddc4a9248e8ff01c6bc386bf73e31b952b9d2e66aaf5d13010dccedaf94a31b",350,2,"294.00",5,"At Risk / Churned"
"0df62d3b9276f07c85a6117980162f3d9539da71bed7b7ca878c65f3bd49051f",866,1,"168.00",4,"At Risk / Churned"
"0dfb577a073c383847346c35a9edfd68043f43e72cf78572beeae4b80ddf9222",973,1,"199.96",4,"At Risk / Churned"
"0e10f66585e13ec02498d8f8a27cfb1da7dc53b9e0f68f553e76c93c58558822",340,1,"259.99",4,"At Risk / Churned"
"0e1bccda706aaf62e82923d429ff1ae587be094ab0356f902ed536062a756ad1",986,1,"99.99",3,"At Risk / Churned"
"0e26549e10fca453dd4a4f2098da553963d734c50f9a9a53c2fe415936ffb4ec",503,1,"139.99",4,"At Risk / Churned"
"0e316326e079b7ce893b7061856b8933f9f8034c8d58f79986c6c116f16d4e8e",186,1,"329.97",4,"At Risk / Churned"
"0e383a7defbd0253e01824c49a1bb117340fe76b74745870cb8b9cb34fab5ea9",1047,1,"60.00",3,"At Risk / Churned"
"0e6ca057762bac1d464e1174954722f63aaaa10b7c3232bf0d8fab24ff7b6a27",897,2,"283.97",5,"At Risk / Churned"
"0e70343446dad61fff855aa5e8827f7b2319f7e141f4d14dfad60807ef105e5b",650,1,"199.98",4,"At Risk / Churned"
"0e912c4885b4c0addb7cde6c38b228fa4de543c4dc711ba2e42219ebd1dc0337",168,2,"439.94",5,"At Risk / Churned"
"0ea05a9d3afcb931064317b7805a759ea1cae5a88a8f19858d2332a964cb861f",951,1,"169.96",4,"At Risk / Churned"
"0ea37e611210320a5e12b3f4bedb87f49e48611efd4547f6ce096724254f9bbf",1611,1,"119.99",4,"At Risk / Churned"
"0eca73abf7040c9640f307dce03dfe63e61f54c10637d6cf1f317f40ef362c99",180,1,"69.99",3,"At Risk / Churned"
"0ef9bef64d9e0e3c331cddf145b89717c3947945be9e1d8ef993e602473a6268",532,2,"187.97",5,"At Risk / Churned"
"0f006e2628ddc51bffa5f2e1a1bfdec8c920d9e139da1db19dfff1e8525a61a0",417,1,"109.98",4,"At Risk / Churned"
"0f26b49e43fa9db6b4369d8892f0e7e5101f5bbe5af793b78f4146327f17c63a",482,1,"69.99",3,"At Risk / Churned"
"0f27d439963eb09ce96a60f987d8be6e1039f07c00613505adae4628be632778",62,1,"230.00",5,"Potential Loyalist"
"0f2a4e8dc2789ced33b339cf32b33ea33ce96a12c82f48ab38897724dcb58ce2",412,3,"349.95",5,"At Risk / Churned"
"0f320de9ca5fc564e8d4ee01e8c6d1d02bb5415c52828545a1e9c6e75d9afd5c",121,1,"129.99",4,"At Risk / Churned"
"0f4b228abb79ec51769db66b2dbfd1ff60c0d6473a9218ad44f13f09f33cc239",340,1,"309.98",4,"At Risk / Churned"
"0f5ce86ba1927a2165c1a7f4b71c71530764b7643aaf06215b0cd29c780ccab9",227,1,"249.97",4,"At Risk / Churned"
"0f6715b160de76db08b322173a3c230f673edc8daa70ed21515871fc41d67574",207,2,"139.98",5,"At Risk / Churned"
"0f7c9bd8411d48545c1eb9d6d17aab17d5b42babae24b5f2f9eb4b9252493203",164,1,"139.99",4,"At Risk / Churned"
"0f8138be213cfc126c32116900350edab21809bb6f06d93bd926f3fe1fd889d3",628,1,"169.98",4,"At Risk / Churned"
"0f8e1c5803395687a81acab523e4635fca742cb57cc3a54d525f7e80f2c6099c",714,2,"146.98",5,"At Risk / Churned"
"1011bee7dac9e332f9c0e1bb3bcd8f4194cd5cbf799b10541bcbae6045c545ee",755,1,"35.00",3,"At Risk / Churned"
"103f5e7e0ac1a55f578181c78c570d0b5b415dc5385cadb6880d4fb447c9cf45",976,1,"99.99",3,"At Risk / Churned"
"104fb94d9871fbf12422eee8732f693324e4ee925a307d48701aa1a4c35ca8e7",426,1,"139.99",4,"At Risk / Churned"
"10639735601ae5f37ee7f32fc24fc8d193c8a2dc54202a08831dc72f1eacc577",219,1,"125.00",4,"At Risk / Churned"
"108423943804a1874ec4dca11a8083656b30a788bc2d976d3699dd6474ed433b",766,1,"164.99",4,"At Risk / Churned"
"109ad52879a25be03a662ec0a1bb54ee2a5fa3402982ed66780774daaf94db26",354,1,"69.99",3,"At Risk / Churned"
"10bcaed7639f9b59592d3c049bef6dc6a2a49aae7d52a08e6b281943d5878208",420,1,"159.99",4,"At Risk / Churned"
"10ce9c0a99644370e5a31a151e52df92efed330a9c1507d3a8c73ccdca45dd29",104,1,"59.99",3,"At Risk / Churned"
"10d815f757a35e9df2393d7bc4aba49d295b28d2e3cbb2b1b3154ea99adedeab",584,1,"139.99",4,"At Risk / Churned"
"10dbc1b177a40e4710b07e25ce802cdf92c66a1fcc1b5a04e4aac5b7944857f4",671,1,"139.99",4,"At Risk / Churned"
"10e7848c48a8699bac10cfc0252a1e9de07c2279999ad5ea41b0d7317e4cfe58",417,1,"269.98",4,"At Risk / Churned"
"10ea06852ce78ff53ff4d40f4e5a0dc819ac61d0851034855d21e02ddad18c92",326,1,"119.98",4,"At Risk / Churned"
"1107dd9249aadf747c51da35c08be3be6fd5d20346adfd0eae111df2a94ec18a",801,1,"79.99",3,"At Risk / Churned"
"110dcc345adefda5242e6e41dd8da7ba39d4a9e65e25facbeba7babd0e35ec4a",348,1,"39.99",3,"At Risk / Churned"
"111fcd6434d13c000436e9732f013a6ec34d05bbff100a3a1a3bcbd6a25917ef",372,1,"219.98",4,"At Risk / Churned"
"112747240101578455457de77d71d973c9898ac5cdd0d085b3a9a65876c8c3a2",369,1,"139.99",4,"At Risk / Churned"
"112faf1ae81b4f03d7279c36f7eebefbd114e83bf641858fcbdf3b6f1d669583",445,1,"157.00",4,"At Risk / Churned"
